127.0.0.1 - - [13/Aug/2018:09:10:22 +0800] "GET /grms/common/easyui/themes/default/easyui.css HTTP/1.1" 200 61397
127.0.0.1 - - [13/Aug/2018:09:10:22 +0800] "GET /grms/common/easyui/locale/easyui-lang-zh_CN.js HTTP/1.1" 200 3046
127.0.0.1 - - [13/Aug/2018:09:10:22 +0800] "GET /grms/common/plugin/common.js HTTP/1.1" 200 17046
127.0.0.1 - - [13/Aug/2018:09:10:22 +0800] "GET /grms/common/easyui/jquery.min.js HTTP/1.1" 200 83095
127.0.0.1 - - [13/Aug/2018:09:10:22 +0800] "GET /grms/common/easyui/jquery.easyui.min.js HTTP/1.1" 200 419503
127.0.0.1 - - [13/Aug/2018:09:10:22 +0800] "GET /grms/project/js/addProjectProdect.js HTTP/1.1" 200 2907
127.0.0.1 - - [13/Aug/2018:09:10:23 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:10:53 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:11:23 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:11:51 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4933
127.0.0.1 - - [13/Aug/2018:09:11:51 +0800] "GET /grms/project/css/addProjectProdect.css HTTP/1.1" 304 -
127.0.0.1 - - [13/Aug/2018:09:11:53 +0800] "POST /uoms/workOrderManageAction!getWorkOrderNumAndUrge.html HTTP/1.1" 404 1102
127.0.0.1 - - [13/Aug/2018:09:12:12 +0800] "GET /grms/project/addProjectAction.html HTTP/1.1" 200 4933
127.0.0.1 - - [13/Aug/2018:09:12:12 +0800] "GET /grms/project/css/addProjectProdect.css HTTP/1.1" 304 -
